Accession,A_1,A_2,A_3,B_1,B_2,B_3
UN066408,300.2,379.7,456,340.4,420.3,371.3
UN086129,300.2,311.1,343.4,275.6,246.8,315.9
UN097028,300.8,265.3,243.4,351,311.3,319.6
UN074920,300.9,373.1,513.5,306.4,571.4,432.6
UN112329,301.7,248.4,476.7,378.3,195.6,722.2
UN111315,302.1,285.8,306.2,292.9,218.1,315.7
UN101737,302.1,815.2,690.7,250.9,596.3,579.1
UN059561,302.1,168.3,558.5,257,132.2,389.2
UN088500,302.1,269.3,334.6,225.8,227.2,285.9
UN075156,302.2,231.9,493.8,441.5,148.2,392.7
UN057133,302.2,427.7,376.7,486.3,569.9,415.8
UN068478,302.4,254.4,222,288.2,328.7,227.1
UN074341,303.3,241.6,74.8,704,592.4,1087.6
UN090323,303.9,301.4,316.3,296,254.6,370.7
UN080391,303.9,388.4,210.7,267.6,418.5,174.1
UN053708,304.8,305.8,275.6,433.1,355,325.7
UN062095,305.5,360,271.1,328.9,342.6,320.5
UN077829,305.7,257.2,245.6,278.1,265.6,268.1
UN091536,305.9,318.9,340.7,366.2,350.1,492.8
UN068818,306.8,243.5,600.8,303.3,179.5,493.9
UN065714,307.8,261.2,458.6,301.5,125.6,337.1
UN088698,308.3,453.9,559.9,172.9,105.4,83.2
UN106908,308.9,653.7,315.7,261.1,414.2,175.6
UN108149,309.8,410.9,247.9,409.7,401.1,219.6
UN036282,310.3,203.9,317.1,382.5,172.5,490.8
UN068582,310.5,216,273.6,261.1,153.5,271.5
UN056452,310.5,378.1,354.9,336.2,427.1,242.5
UN094911,311.1,159.6,384.7,372.4,219.8,1013.8
UN069629,311.1,792.7,355.1,272.9,302.3,194.3
UN010791,311.1,688,396.6,298.3,463.9,339.1
UN088893,311.4,290.5,252.2,461.6,552.7,653.7
UN110545,311.4,231.3,209.5,195.2,203.2,344
UN083096,312,303.3,214.4,525.9,709.1,854.6
UN090115,312.4,139.7,198.2,296.8,174.4,211.4
UN072764,313.3,251.9,196.8,380.1,423,335.8
UN073346,313.3,316.4,290.2,277.7,324.8,271.4
UN053957,313.5,246.6,396.6,499.4,206.5,326.1
UN066105,313.8,682.7,446.7,349.6,727.9,474
UN113724,314,275.6,389.2,284.3,192,560.8
UN086183,314.4,370.9,407.3,283.2,350.8,229.9
UN061262,315.1,435.5,467.7,391.9,587.3,272.7
UN095101,315.3,541.5,442,403.6,452.9,461.3
UN097478,315.5,325.1,277.9,301.1,364.5,307.4
UN072132,316,567.3,494.4,345.6,611.3,366.5
UN065302,316.2,355.1,293.3,254,396,231.2
UN083093,316.8,413,285.3,334,402.9,282.5
UN088822,317.1,399.9,330.9,297.7,508.3,339.8
UN107676,317.1,370.3,418.2,219.7,379.2,199.3
UN081672,317.3,350.4,367.9,306.8,419.9,295.5
UN100262,317.3,446.4,492.7,313.3,445.9,388.3
UN047959,317.5,1890.9,1035,211.2,1126.1,63.8
UN073196,318.1,854.7,339.5,105.3,114.4,41.2
UN071658,318.4,301.4,567.3,344.3,187.4,400.4
UN071882,320.8,405.9,300.9,375.1,395.4,247.8
UN050430,321,349.1,416.1,304.1,350.7,282.9
UN085905,321.4,230.4,481.6,250.5,160.2,360.4
UN109794,322.5,256.2,464.2,255.8,144.1,480.1
UN083501,323.8,320.5,261.9,359.2,400.7,389.6
UN072456,324.1,233.5,307.3,263.7,153.7,320.3
UN074589,324.5,329.5,165.5,429.6,699.9,279.5
UN066575,324.5,290.8,242.6,409.8,281.4,216.4
UN056698,325.8,270.6,169.4,201,170.5,215.4
UN076153,326.3,457.3,496,407.2,430.1,422
UN084786,326.5,400.3,398.5,294.7,396,395
UN079191,326.5,295.5,348.1,185.6,289.4,244.1
UN087057,327.3,262.8,414.7,238.6,172.3,409.2
UN077181,327.4,646.8,493.5,405,683.3,360.8
UN091551,328.4,678.6,291,449.6,287.9,402.3
UN068340,328.5,308.9,217.1,384.6,368.1,233.2
UN110747,328.7,360.4,380.4,282.9,464.3,333.7
UN089298,328.9,301.7,368.7,344.6,430.4,228.5
UN081807,329.1,256.5,325.1,234.9,322.7,296.1
UN111839,329.8,256.9,485.7,313.9,174.1,377.9
UN074320,330,410.2,323.9,247.8,429.7,347.5
UN098268,330.4,204.8,332.1,375.7,165.3,541.4
UN104745,330.8,315.8,408.9,282.4,317.8,398.8
UN105898,331.1,311.7,180.3,311.7,431.6,196.3
UN067184,331.1,1086.4,150.1,66,126.5,51.6
UN091933,332,348.5,235.8,325.9,386.6,168.2
UN090136,332.6,314.2,319,340.3,375.9,447.4
UN093346,333,366,371.1,137.7,316.2,276.6
UN107411,333,250.3,466,221.1,248.2,438.2
UN054377,333.3,158,925.1,338.4,97.2,644.3
UN061675,333.5,347.6,310.5,430.6,463.5,288.1
UN074688,333.9,849.8,433,202.9,348.1,195.4
UN095929,334.1,228.2,224.9,329.2,304.3,331.5
UN088793,334.6,346.3,137.6,136.6,322.5,185.6
UN085386,335,245,150.3,189.5,270.1,171.1
UN086182,335.3,226,273.2,367.3,240.7,278.5
UN096230,336.5,332.6,251.8,335.8,441.6,269.5
UN075637,338.1,266.2,473.4,350.9,194.8,442.4
UN057217,338.1,193,170.5,220.7,126.1,151.6
UN069594,338.3,263.4,320.4,340.9,321.1,245.7
UN062696,338.5,334.5,346.9,360.9,436.5,175.6
UN024363,338.8,807.4,457,322.8,555,342.8
UN103407,339,376.2,365.8,433.2,512.2,333.9
UN075477,339,377.8,125.9,382.1,462.9,106.2
UN085273,339.6,247.8,370.5,345.7,276.5,308.9
UN076353,339.8,405.2,382.2,270.9,358.9,311.2
UN066628,339.9,206.7,434.6,467.9,203.2,613
UN077796,341.4,255,415.9,278.5,197.5,307.9
UN090740,342.5,286.5,379.6,235,286.3,486.9
UN069767,342.7,278.7,266.8,416.4,270.5,510.9
UN080168,343.3,455.1,374.6,292.7,260.7,403.5
UN068097,344.4,470.4,240.7,168,278.1,84.4
UN085421,346.6,273.1,328.8,316.9,185,411.6
UN102575,347.1,329.8,179.9,286.9,291.6,246.3
UN070363,347.3,366,385.7,410.5,407.4,475
UN081415,347.7,385.3,285.1,448.4,430.1,474.8
UN083411,347.9,219.8,230.7,362.9,219.8,280.3
UN075817,349.7,250.6,211.1,182.6,247.6,207.8
UN087638,351,500.6,403.4,412.5,667.7,523.8
UN079615,351,301.7,674.1,301,206.7,559.8
UN015502,351.2,489.7,404.2,365.5,483.8,582.7
UN077376,352.5,242.8,429.9,523.4,139.8,548.2
UN053379,353,1800.5,241.9,69.2,107.2,49.3
UN101246,353.6,326.7,203.5,334.5,472.5,233.4
UN112857,353.9,392.1,467.5,549.3,375.9,717.6
UN055318,354.1,409.3,413.2,358.2,531,412.6
UN108490,354.8,370.9,519,443.1,287.1,593.5
UN100784,355,311.7,393.3,324.2,321.1,467.1
UN091132,355.4,230.7,278.3,229.7,265.8,361
UN064745,356,361.6,380.6,416.7,542.1,263.3
UN061818,356,319.8,283,221.6,274.8,216.1
UN053712,356,294.9,252,95.9,193.8,19.6
UN091758,356.1,283.7,683.7,259,254.4,849.2
UN068465,358.2,180.8,159.2,241.6,239.2,114.4
UN069340,358.3,479.1,429.3,404.2,608.2,340
UN094295,358.5,300.8,324.3,276.3,275.8,355.5
UN075687,358.7,493.5,286.1,413.7,675.5,311
UN058548,359.3,349.1,424.5,458.5,331.5,335.7
UN099059,362.8,571.4,449,413.9,677.6,422.2
UN086524,363.1,336.7,258.4,222.2,411.1,320.3
UN085468,363.5,446.4,306,353.2,445.1,268.1
UN073901,363.5,878.7,521.1,161.9,356.3,200
UN069307,363.9,390.9,437.3,316.3,317.2,272.4
UN079983,365,513.4,503.2,407.5,504,364.6
UN065820,365.3,356.9,355.5,392.8,353.4,360
UN054634,365.5,230.1,238.7,352,442,258.3
UN064556,366.8,512.8,558.2,328.4,565,345.9
UN059241,366.8,509,413.4,334.4,511.8,243.9
UN075864,368.5,188.3,202.1,221,181.9,207.2
UN070162,368.6,433.9,264.5,461,649.7,349.4
UN045818,369.4,827.6,250,184,283,109.5
UN073377,369.6,392.1,359.4,442.6,374.1,486.7
UN092012,369.7,412.1,475.1,407.5,539.4,512.5
UN078992,370.5,367.5,327,320.3,450.6,310.9
UN083848,370.7,321.4,272.8,299.4,349.5,257.7
UN079262,372,278.7,244.2,449.4,427.3,452.7
UN069816,372,444.2,769.6,320.9,367.3,428.3
UN062603,372.3,260.3,135.4,300.8,310.2,227.8
UN104492,372.7,120.3,411.4,165.2,145.5,393.9
UN005085,373.2,211.3,273,449,217.3,548.4
UN083031,373.2,247.2,351.6,341.5,314.1,407.4
UN051718,374.2,406.5,565.4,514.3,506.7,333.6
UN076399,374.2,405.9,506.9,397.8,514.9,392.7
UN060335,375.3,419.9,337.7,395.2,511.6,375.3
UN110455,376.2,331.4,627.5,386.9,275.4,565.9
UN105766,376.9,245,277.1,355.6,220.2,329
UN071538,377.1,367.8,576.7,418.9,464.1,397
UN096687,378.2,234.7,400.1,346.8,397.4,566.1
UN083087,378.8,608.2,544.5,387.1,655,379.8
UN076383,378.8,481.9,455.6,453.2,472.3,464.2
UN079555,378.9,508.4,379.6,456.2,617.4,420.4
UN070726,379.3,359.4,325.1,425,488.1,316
UN085010,379.9,157.1,326.2,406.7,181.1,485.6
UN092186,380.4,440.2,398,392.5,506.7,377.7
UN050016,381.7,498.4,689.7,454.4,493.4,455.7
UN083045,381.9,376.2,320.4,391,476,409.5
UN065421,382.3,484.4,401.3,478.5,475.8,393.1
UN088004,383,286.2,314.2,225.3,199.9,436.4
UN092869,383.4,270,696.1,252.6,176,470.4
UN076804,385.2,1497.5,1246.5,417.3,484.8,267.4
UN066102,385.4,469.8,647.2,468.5,409.1,371.7
UN068592,385.9,497.8,339.7,617.3,366.5,780.5
UN110687,386.5,239.7,246.3,462.1,301.8,662.2
UN104584,388,458.9,336.8,547.9,596.1,383
UN075707,388.7,860,271.1,509.6,541.1,371.1
UN070747,388.9,459.2,338.5,722.5,625.6,685
UN098174,389.4,166.8,465.4,209.9,174.8,541.4
UN089313,389.6,360,305.2,401.9,391.5,380.5
UN069548,390,516.8,483.1,338.9,481.5,304.8
UN070820,392.4,395.6,322,400.8,490.7,410.4
UN071708,392.7,251.9,301.7,662.2,509.5,507.5
UN090730,392.7,238.8,232.1,350,248.6,281.4
UN053356,392.7,491.9,544.9,499.4,685.1,345.9
UN077219,393.3,285.8,231.3,425.7,345.8,309
UN090634,393.7,471.3,439.9,481.7,561.3,406.8
UN085988,394.4,387.5,371.5,362,361.8,399.7
UN085049,395.3,532.4,502.4,536.8,451,559.8
UN005766,396.4,187.7,132.1,1235,115.8,518
UN077444,396.4,436.7,369.9,388.8,471.1,376.8
UN071046,397.3,464.2,340.1,335.1,307.8,335.1
UN100556,397.5,359.4,587.8,452.6,351.2,689.8
UN065987,397.9,490.3,375.7,296.1,503,376.1
UN068662,398.1,316.7,445.1,317.8,300.4,269.2
UN082135,398.4,241.6,364.4,299.9,242.1,390.6
UN107743,399,262.2,278.1,405.5,194.2,388.6
UN088210,399.2,454.2,332.9,351.2,337.5,262.5
UN090129,399.5,428.9,667.5,479.4,326.6,659.3
UN053785,400.5,498.8,682.9,510.6,570.7,254.8
UN081852,400.7,337.9,448.4,361.3,387.8,396.1
UN072637,400.8,383.7,603.2,455.2,456.5,490.3
UN099336,401,216,1216.5,186.8,114.4,571.8
UN099299,401.2,192.3,597.7,375.4,164.3,607.2
UN065622,401.2,34.9,482.5,437.6,38.3,104.9
UN072650,403.4,713.2,530.3,524.5,627.6,362.3
UN106458,403.8,317.6,366,345,265.8,413.2
UN104256,404.3,431.4,321,410.8,520.8,468.1
UN095677,406.2,244.1,582.1,282.9,197.7,646.4
UN109040,406.9,338.5,332.9,333.3,354.4,400.6
UN078635,407.3,418,187.9,368.2,395.8,155.9
UN049779,407.5,277.7,892.2,361.3,115.6,559.8
UN067655,407.6,426.7,478.6,444.6,656.1,376.5
UN078786,408,345.4,277.3,423.4,397.2,311.3
UN090807,408,324.2,356.6,297.4,323.3,387.1
UN085598,408.9,384,331.9,553.5,560.1,488.4
UN068693,408.9,336.7,446.5,360.4,436.7,379.2
UN062291,409.5,361.3,519,316.3,199.1,548.8
UN099236,409.7,445.5,403.4,340,301.6,454.7
UN104552,410.2,332,434,378.2,310.8,421.1
UN062956,410.2,337.9,433.2,328.1,216.9,354.9
UN066609,411.9,202.6,608.4,256.1,121.8,606.5
UN063241,412.6,113.2,83.8,369.9,204.2,150.9
UN084156,412.8,425.5,458,243,206.9,141.3
UN104302,413.2,296.4,445.7,594.2,310,451.8
UN076038,413.5,470.1,734.7,401.1,309.8,416.5
UN080528,414.1,433.6,456.2,727.4,890.8,1278.1
UN078742,414.6,239.7,778,359.2,144.3,312.5
UN065669,414.8,351.3,320.4,307.4,241.5,364.8
UN112239,415,319.5,396.8,525.4,419.1,810.1
UN082022,415.7,440.5,399.7,381.3,280.4,509.6
UN054565,416.1,370.9,325.5,561.7,313.9,420.4
UN082048,416.5,365.7,247.9,312.2,329.1,265.1
UN095602,417,365.3,464,410.6,371.2,409.7
UN057258,418.3,390.9,350.8,490.6,592.4,350.7
UN055087,418.3,762.2,363.7,66.9,136.3,45.2
UN070433,418.9,434.5,410.6,475.8,407.6,284.4
UN075048,419.2,405.9,467.9,471.7,617.2,573.9
UN061064,419.2,651.8,332.9,419.8,562.3,398.1
UN095697,419.4,519,294.3,407.8,453.1,606.7
UN055521,419.4,236.6,391.9,433.1,310.4,335.8
UN105809,419.6,376.9,248.3,225,311.7,255.7
UN099067,419.8,335.1,362.1,337.2,300.2,313.5
UN064246,420.5,998.8,544.1,508.7,797.7,277.5
UN095836,420.9,432.7,406.5,436,460,487.6
UN093219,421.4,400.6,487.2,445.7,346.2,465
UN066914,421.8,475.7,354.5,697.9,724.2,590.4
UN092754,421.8,373.1,389.6,438.7,404.2,383.9
UN079278,422.7,183,368.9,413.1,299.8,354
UN071445,423.1,851.3,614.9,380.7,704.6,449.9
UN088849,423.3,136.5,1433.2,188.9,104.2,785.1
UN098132,423.5,319.8,288.2,205.9,240.5,218.8
UN108135,423.6,444.5,789.9,528.7,510.2,1577
UN062323,424,458.5,490.3,490.8,679.4,509.7
UN095545,424,320.8,308.5,447.4,442.6,342.4
UN059828,424,551.4,654,462.9,548.2,351.7
UN073289,425.5,405.2,349.4,328.9,464.7,283.6
UN089208,425.7,276.2,557.2,328.4,169.4,500.9
UN070114,427.9,560.2,750.9,465.8,476.4,435.9
UN066090,428.1,491,509,479.1,519.8,387.5
UN083532,428.6,432.7,483.3,461.5,700.9,553.1
UN089230,428.8,327.9,397,427,356.9,419.2
UN086206,429.9,493.1,528.7,463.8,495.2,636.3
UN075870,431,273.1,388.4,249.2,167.2,183
UN095958,431.2,394.3,400.7,407.8,415.2,365.4
UN097004,431.4,700.8,506.5,371.9,622.1,294.7
UN063423,433.2,414.6,340.1,433.5,469.2,336.4
UN098270,433.2,426.1,453.3,426.7,556.8,466.9
UN089003,434.1,227.2,477.3,354.3,138.1,430.9
UN078052,434.5,512.5,633.4,335.4,722,363.3
UN062179,434.7,628.7,540,431.4,539,228.6
UN051557,436.3,415.8,584.1,376.8,461.9,418.7
UN063867,436.5,146.8,236.4,233.6,318.6,200.9
UN058498,436.9,376.9,589.3,514.3,676.5,463
UN052980,436.9,350.1,198,415.9,513.2,571.4
UN077030,437.1,279.6,232.1,418.9,457,221.1
UN071382,439.3,325.1,781.5,376.5,260.7,629.8
UN080279,440.4,602.6,309.5,425.1,623.3,243.8
UN087753,440.8,293.3,492.7,335.8,179.1,517.9
UN091572,440.9,327,410.8,522.9,298.2,352
UN084467,441.1,318.6,473.2,371.2,237.8,290.8
UN080035,441.9,335.4,383.5,272.4,365.3,377.7
UN083990,442,395,764.5,467.9,277.5,995.6
UN073411,442.4,495,350.8,468.8,524.7,495.7
UN059846,443,423.6,572.2,326.1,532.7,617.9
UN058991,443,606,666.5,404.1,657.1,314.6
UN071171,443.1,673.9,398.5,575.1,509.8,346.6
UN059978,443.7,497.2,685.4,548.8,434.4,455.2
UN063703,443.9,456.7,335.8,525.6,780.1,477.4
UN081955,444.1,661.5,671.4,551.1,530,492.9
UN088764,444.6,527.1,535.4,394.7,581.4,345.6
UN072788,444.8,426.7,627.5,393.8,472.1,351.7
UN072564,445.7,609.7,732.6,514.8,534.9,353.6
UN079964,445.7,654.9,580.8,467.4,677.4,475.4
UN076012,446.8,307,826.7,331.5,258.7,376.7
UN055292,446.8,729.4,887.1,456.8,806.7,523
UN062141,447.7,189.8,719.5,307.2,241.3,435.3
UN088719,448.1,557.7,363.5,503.7,649.3,316.9
UN103259,448.3,346.9,544.1,392.7,314.5,915.3
UN058828,448.5,518.7,866.3,497.8,570.7,364.3
UN094185,449.8,380.9,540.4,417.6,266.4,515.7
UN081345,450.3,481.9,359.8,342.2,442,390.7
UN083390,450.7,539.9,875.4,610.1,580.1,1029
UN096458,451.1,561.7,406.7,269.8,240.4,259.9
UN109173,451.8,348.5,338.9,619.6,414.4,793.9
UN083057,451.8,434.2,414.5,472.2,527.8,453.8
UN068216,452.5,573.6,421,647.8,649.9,398.3
UN060115,452.5,615.7,1034.5,451.6,285.1,347
UN065170,452.5,660.9,476.3,449.4,701.7,388
UN084300,452.9,549.6,632.6,407.8,458.8,500
UN079853,453.8,430.8,304,376.9,526.7,427
UN106796,454,344.5,315.5,320.5,333.1,293.4
UN105700,454.9,518.1,655.8,504.2,610.8,529.1
UN099422,455.8,417.4,512,817.8,316.6,585.7
UN091500,456.8,758.7,735.7,535.2,936.2,490.9
UN079268,457.1,370.6,429.1,563.6,548.4,391.7
UN075382,457.3,431.1,618.6,583.7,311.1,791.2
UN063291,457.3,647.1,787.7,254.5,507.1,571.1
UN043886,457.5,437.3,459,493.7,697.8,486.7
UN114274,458.4,316.4,587.8,347.3,201,566.8
UN086547,458.4,372.2,397.6,255.4,284,232.7
UN069635,459.5,451.4,357.8,410.3,514.5,290.4
UN065512,461.4,640.6,553.3,538.5,663.6,433.1
UN094264,463,497.8,610.2,603.8,439.6,750.3
UN078420,464.1,866.3,647.2,476.1,584.2,345.5
UN060761,464.7,368.1,207.2,786.6,710.7,403.5
UN087960,465.6,541.2,445.5,537.2,476.2,588.9
UN078098,465.6,607.2,361.9,332.3,478.2,375.4
UN092100,466.1,357.2,582.3,412.2,319.9,563.9
UN060020,466.5,691.7,648.8,745.3,666.9,389.6
UN100677,466.7,282.4,248.5,245,327,287.4
UN072163,466.9,567,812.5,935.4,542.3,1140.8
UN082779,468,949.2,509,505.7,984.5,395.3
UN075461,470.9,656.2,545.3,547.5,746.5,550.9
UN081320,471.1,374.1,405.4,519.3,363.4,768.3
UN104882,471.8,248.8,454.1,356.3,211.4,574.3
UN074739,473.1,345.1,355.7,319.9,454.9,366.7
UN061240,473.7,438,498.3,411.2,525.9,531.5
UN072158,473.9,526.8,617.4,544.7,529,475
UN066723,475.3,811.7,503.6,476,642.6,266.1
UN086328,475.3,666.5,679,464.7,541.3,639.4
UN082441,475.9,392.8,774.1,491.7,513.6,716.7
UN058797,476.1,971.6,439.1,337.5,395,209.4
UN099906,477.9,339.8,849.7,250.3,223.1,373.5
UN053766,478.6,998.4,894.9,302.1,341.3,357.6
UN088992,478.8,517.8,386.5,524.3,547.6,397.4
UN075451,479.2,434.2,495.4,561.3,525.5,442.5
UN055574,479.8,402.7,429.7,485,625,378.7
UN081369,481,641.5,559.3,355.9,541.9,338.6
UN088035,482.5,447.9,400.3,675.6,832.3,735.5
UN048040,484.5,533.4,621.5,550.7,333.4,876.5
UN058289,485.8,590.1,514.9,519.9,735.9,283.7
UN068459,485.8,496.3,616.2,575.8,360.6,476.7
UN060901,486.9,412.1,723.6,688.4,438.1,792
UN068666,487.1,1356.3,486.4,193.2,349.7,110
UN064392,487.8,595.1,347.3,412.3,549.7,337.5
UN094353,488.8,400.3,544.5,517.3,316.4,608.1
UN091381,490.8,339.2,438.1,404.4,245.8,308.5
UN097970,491.5,379.4,323.7,423.7,465.1,411.3
UN056680,491.7,405.2,542.6,296.5,468.4,483.4
UN068814,492.1,304.2,428.2,492.2,344.2,494.5
UN059937,492.6,755,423.9,542.4,581.8,468.9
UN068257,492.8,333.2,1790.6,672,303.7,1111.7
UN054764,492.8,419,580.4,422.9,367.1,326.4
UN084257,493.7,522.4,601,678.7,467.8,731
UN086498,493.7,523.1,745.8,469.3,469.4,696
UN058627,494.1,1580.1,350.8,103.4,217.9,65
UN054672,497,903.7,739,541.8,704.4,573.9
UN107274,497.8,237.5,301.5,320.6,281.6,181.8
UN073434,498,845.4,733.9,626.6,707.4,526.9
UN067578,498.3,522.1,467.7,489.2,596.5,469.3
UN086710,498.7,370.9,479,469.4,433.2,524.5
UN072181,500,487.2,464.2,533.7,660.2,552.6
UN086736,500.7,599.8,311,429.2,433,500.9
UN063480,501.1,837.3,239.9,572.5,777.8,434.6
UN085141,501.1,2103.8,183.6,127.6,293.9,100.3
UN085070,502,575.1,433.8,445.4,740.4,464.9
UN069238,502.2,620,497.9,638.8,827.6,396.4
UN059800,502.4,781.8,748.8,702.1,821.6,430.8
UN089281,503.3,721.9,480.4,754.6,653.8,344.2
UN089716,503.7,514,368.5,544.9,490.1,362.2
UN071556,505.1,315.8,452.1,352,302.7,557.6
UN110732,506.1,373.8,566.3,381.6,389.2,760.5
UN097248,506.2,456.4,539.3,374.4,356.1,546.9
UN096864,507.7,467.9,302.5,375.2,392.3,295.9
UN078997,509,531.8,647.4,276.2,461.3,438.6
UN042937,509.9,475.7,509.6,401.7,520.6,392
UN097911,511.6,458.2,470.1,445.7,436.5,446
UN088758,512.3,593.8,543.7,521.2,682.5,1278.3
UN082261,512.7,515,389.6,442.6,474.3,360.2
UN077895,513.4,264,214,609.3,453.3,431.7
UN076806,514,794.9,1085.3,606.6,906.5,722.4
UN078797,514.5,276.2,268.9,736.1,679.4,1003.8
UN071199,515.8,677.4,920.5,643.5,761.7,901
UN088191,517.5,1081.7,375.7,476.9,1206.1,328.6
UN066630,518.4,464.8,280.1,378.2,392.9,282.1
UN085451,518.4,532.7,803.3,315.3,311.9,358.6
UN082551,519.5,781.5,619.2,463.6,688.6,552.6
UN111503,520.6,514,736.1,490.8,369,796.3
UN066212,521.1,727.6,720.1,623.3,564.8,443.4
UN017122,521.3,466.6,487.2,577.5,514.7,778.3
UN098470,522.6,493.1,418,413.9,714.8,558.9
UN081841,522.6,489.4,596.2,588.6,526.9,434.5
UN098607,525.2,407.4,402.4,501.5,649.7,754.8
UN067258,525.9,588.2,1416.6,245,258.9,99.9
UN067019,528.3,445.5,440.8,599.6,352.8,598.8
UN078789,528.3,624.4,802.7,621.5,397.2,534.8
UN077425,528.5,564.2,1083.8,732.8,517.1,1483.8
UN069710,529.2,981.6,531.1,416.9,603.5,306.4
UN079625,529.2,464.5,714.8,518.5,485.2,459.5
UN064127,529.6,672.7,678.6,477.4,565,396.2
UN104291,531.1,350.1,458.6,356,279.9,373.2
UN073101,531.3,475.1,497.2,491.7,610,592.4
UN110652,533.5,314.5,393.9,546.4,515.3,601
UN091012,533.5,282.7,408.5,278.8,135.9,597.6
UN058039,534.6,757.5,774.3,864.6,1082.1,703.5
UN052778,535.3,745.3,880.3,707.4,757.4,412
UN065474,535.3,748.4,829.6,628.2,627.4,549.5
UN082316,535.7,566.4,508.7,518.2,715.2,436.9
UN083901,536.2,675.2,516.6,550.5,769.4,576.5
UN081304,536.4,438.3,566,616.5,560.5,674.7
UN091581,536.8,519,377.9,1222.5,1025.2,1750.6
UN074605,539.2,344.5,472,637.8,643.2,489.1
UN083056,541.2,593.5,452.1,650.5,632.9,454.4
UN082640,542.7,601.3,632,462.7,549.2,429.4
UN071138,542.8,446.7,685,488.3,419.3,715.8
UN064432,546.2,730.4,414.5,383.5,452,263.5
UN058139,546.5,789.9,755.6,719.6,968.5,379.2
UN074131,547.3,586.7,530.9,485.2,381.9,458.4
UN077978,548,753.4,1150.2,357.9,553.7,631.4
UN076321,548.6,1251.9,420.2,540.5,965.9,328.3
UN077606,548.7,525.9,551.9,589.2,739.2,525.2
UN052319,548.7,397.4,2046.1,449.9,180.9,1654.6
UN096142,548.9,451.4,546.5,551.4,405.8,606.9
UN072824,549.1,710.1,758.9,589.2,620.5,497.6
UN111124,549.8,555.8,587,427,516.5,663
UN076604,551.1,788.7,464.4,805.3,839.4,677.7
UN067463,551.5,735.7,1096.8,722,917.6,828.1
UN076975,552.8,918.6,601,689.5,865.2,431.1
UN041336,552.8,472.9,986.5,553.3,232.3,674.1
UN109002,552.8,669.9,663.6,506.2,609.4,563.9
UN107403,554.1,431.7,482,666.5,414.6,751
UN072504,555.9,547.7,1065.8,628.6,415.2,815.2
UN065710,557,580.4,441.2,443.8,572.4,511.8
UN065408,558.3,669.3,803.7,374.9,761.1,416.3
UN063122,559.2,351.6,1323.9,468.3,225.9,747.9
UN068585,559.2,684.2,968,630.5,681.2,638.9
UN106277,559.8,641.5,747.8,475,505.7,538.8
UN103742,560.7,318,1775.4,227.8,221.4,1844.9
UN105579,561.8,470.1,431.5,524.6,683.9,551.6
UN092756,562.7,774,579,565.9,614.1,454.4
UN080140,562.9,1098.5,914.4,68.5,116.6,38.8
UN086707,564.9,416.5,521.7,463.5,554.2,651
UN102008,564.9,585.4,545.5,474.4,417.9,579.3
UN065723,565.3,710.1,800.2,509.8,591.2,570
UN078364,566.9,745.6,747.6,645.8,837.6,741.5
UN092345,567.9,833.5,826.7,525.1,772.7,613.1
UN073821,568.6,284.6,297,354.5,200.5,342.2
UN083910,568.8,493.5,549.6,419.7,513,713
UN066749,569.2,481.9,412.4,449.8,576.1,280.8
UN075876,569.5,536.2,603.2,469.7,670.4,329.6
UN105528,569.7,480.1,556.4,524.3,593.9,576.3
UN113841,570.1,1224.4,1077.1,1583.7,964.5,1518
UN081832,572.3,592.3,607.9,619,643.8,662.4
UN072166,572.5,556.4,595.4,634.7,654.4,411.8
UN075355,572.7,704.5,513.5,689.3,1273.5,680.1
UN081842,573.4,392.5,401.3,911.8,864.4,1501
UN092875,574.7,433,623.1,524.9,331.7,555.5
UN078848,574.7,1205.4,823.4,519.6,881.2,660.3
UN075354,576.7,559.9,430.7,372.3,393.9,325.2
UN066158,577.6,446.1,495,554.2,479.9,496.7
UN065075,578.4,1153.1,788.5,474.1,364.5,268.3
UN069825,578.7,536.8,586.2,883.9,595.3,1097.1
UN067661,579.1,685.5,515.1,864.7,1114.5,561
UN099110,579.6,469.1,636.7,463.2,618.2,779.7
UN068858,579.6,409,507.9,576.9,439,705.8
UN075515,580.6,643.4,545.7,666.5,592,403.9
UN071098,580.9,638.4,766.5,671.8,441.8,881.9
UN109493,581.1,471,804.5,547.2,312.3,913.3
UN053738,581.8,238.8,365.4,796.3,392.7,385.7
UN087503,581.8,705.4,791.2,540.4,542.3,781
UN083491,582,474.1,949.1,515.6,286.1,1083.3
UN082874,582.2,654,824.4,432,478.2,686.6
UN082211,583,918.3,654,651.6,1025.6,682.7
UN066023,583.1,726,746.6,640.8,837.2,870.2
UN064216,583.9,532.1,922,667.3,326.8,401.4
UN092300,584.2,890.6,697.5,673.7,931.1,468.5
UN090447,585.7,529.6,622.3,534.6,708,609.7
UN096474,585.9,505.9,380,398.6,401.5,738.5
UN089673,586.6,738.2,662.8,456,774.3,627.4
UN061941,587.6,583.9,539.8,811.4,1021.5,575
UN073510,587.6,571.1,756.2,508.2,402.9,584.9
UN066971,589.8,500.9,504.2,574.8,680.6,437.2
UN091788,590.9,460.7,630.7,627.1,419.3,865.7
UN070687,593.4,666.2,629.7,599.3,705.8,667.7
UN074523,594.4,611.6,453.5,884.1,1375,1261.5
UN111160,595.6,718.2,755,570.2,555,589.7
UN077135,596,729.1,794.4,641.9,704.4,499.1
