Accession,A_1,A_2,A_3,B_1,B_2,B_3
UN092275,684.9,454.3,873.1,774.5,479.5,625.7
UN057460,685.6,539.5,119.5,639.8,752.7,667.3
UN070287,689.5,1021.1,348.6,1209.7,1167.9,1333.3
UN044835,690.5,229.9,149.4,407.6,345.8,396.4
UN081997,695.5,869.3,1002.6,5311.6,4576,3330.7
UN107676,695.8,408.7,786.8,390.5,756.8,597.9
UN090370,696.7,543.4,979.4,583.5,857.9,868.6
UN078687,697.9,1319.2,501.3,1008.1,795.4,946.8
UN068326,698.5,1520,747,633.9,581.4,434.3
UN099336,700.2,318.1,521.2,496.3,381.2,690.8
UN074523,700.9,688.3,318.7,1958,1124.7,1779.7
UN054257,701.6,374.5,793.5,535.4,633.8,727.2
UN071989,702.2,588,43.2,373.9,465.2,258.9
UN085294,702.7,366.4,2785.4,203.3,388.5,215.1
UN075425,706.9,921.2,96.3,460.1,397.7,382.1
UN086304,707.6,229.6,1879.1,753.3,670,1454.4
UN105433,714.3,450.5,219.1,606.7,537.8,689.9
UN090381,721.6,629.1,451.5,788.3,967.6,783.3
UN056452,722.1,401.8,2483.3,373.9,669.1,583.9
UN074246,722.3,717.6,415,305.8,579.1,445.9
UN104998,724,982.4,514.6,1137.5,1045.3,969
UN060101,726,676.2,96.3,274.2,263.2,259.7
UN037682,728.8,228.4,149.4,2097.1,696.2,144
UN108360,729.3,1003.3,1225.1,860,1087.5,1001.6
UN109638,730.2,566.5,614.2,771.9,820.2,644.5
UN074827,737.6,2008.5,620.8,1593,649.4,1514.1
UN078661,740.6,763.7,109.6,169.8,193.3,104.8
UN073995,740.8,485.4,185.9,335,339.4,322.9
UN089502,741.7,397.9,292.2,876.1,701.7,1193.4
UN092921,748.2,1462.3,338.6,948.9,718.7,1107.6
UN073169,749.1,868.5,1440.9,918.3,533.7,952.2
UN072524,751.7,87,1045.8,210.2,378.4,241.2
UN104965,757.4,558.3,903,821.9,547,716.2
UN101945,757.4,1911,308.8,400.9,203.4,732.4
UN077227,759.3,1933.2,687.2,879.4,1592.7,961.1
UN071199,760.4,405.4,1005.9,864.4,1179.4,1104.4
UN078557,760.4,1058.8,288.8,508.4,530.9,632.8
UN078955,760.9,870.1,242.4,770.9,709.5,852.4
UN092202,763,587.8,962.8,529.3,735.3,451.5
UN061062,763.4,160.8,46.5,126.5,384.9,158.8
UN105809,763.9,468.9,381.8,340.3,534.1,356.7
UN110313,765.1,743.3,992.7,435.9,533.7,359.9
UN107885,765.7,774.6,1015.9,1178.1,980.5,1358.8
UN069859,767.6,826.9,491.4,1231.6,1414,1805.1
UN058797,767.6,832.3,458.2,3879.4,2812,3275.1
UN096418,770.1,930.8,966.1,1111.4,1289.6,1175.1
UN090447,770.4,1525.9,766.9,1473.6,605.3,2262.5
UN063476,770.6,383.5,737,515.3,636.5,500.3
UN068732,771.1,651.8,620.8,1566.5,1338.7,1719.1
UN112209,772.7,512.2,222.4,1254.6,720.6,857.6
UN099110,777.5,699.9,544.5,806.9,1395.2,1180.9
UN099222,778.7,1302.4,677.3,1168.9,2274.7,1011.9
UN060763,780.3,538.8,232.4,1415.5,985.1,1311.3
UN021706,781.2,465.3,351.9,379.2,736.2,522.7
UN103347,782.6,768.4,464.8,1150.9,803.2,1064.8
UN067784,783.5,371.3,1271.5,323.1,360.5,373.9
UN091581,784,455.8,833.3,1609.4,1877,1388.5
UN077145,788.1,821.7,418.3,1298.4,1189,1091.5
UN071708,789.5,631.6,541.2,1686.5,1126.5,828.1
UN103685,789.5,793.8,720.4,1638.6,786.2,952.4
UN075964,790.9,301.4,332,359.5,237.4,403.9
UN060120,791.6,529.9,1885.7,948,956.2,1060.6
UN097708,794.2,4241.4,617.5,853.1,544.2,731.3
UN074589,795.1,846.7,561.1,1093.4,2305.4,808.3
UN041336,796.2,594.5,1221.7,1053.9,1212.4,1247.8
UN042394,796.5,567,282.2,650,558.5,2383.2
UN053379,796.7,1065.5,4375.7,2489,2330.7,1448.4
UN064745,805.5,1344.1,511.3,2943.3,1116,2689.9
UN107898,806.6,654.7,232.4,305.1,313.7,336.9
UN077244,806.9,2434.3,338.6,599,620.9,685.8
UN088764,807.5,485.4,1882.4,374.2,591.5,554.2
UN078210,808,772.4,820,773.8,734.8,747
UN080530,808.7,1288.3,1152,3726.5,3202.8,2172.6
UN038901,813.8,771.9,315.4,554.6,337.1,467.9
UN073567,814.2,1431.1,245.7,801,655.4,605.9
UN063129,814.2,321.6,278.9,262.5,334.3,441.4
UN075382,816.6,709.7,830,714.2,948.8,487.1
UN074222,818.4,345.3,268.9,657.3,880.4,802.4
UN077863,818.4,497.8,288.8,572.2,613.1,544.5
UN078119,818.6,571.7,1726.4,612.8,438.6,558.4
UN076282,821.9,923.7,913,281.1,430.3,373.7
UN053738,822.3,809.2,345.3,2118,509.8,1462.9
UN057501,823,1549.4,899.7,6388.3,6553.5,4042.8
UN083956,823.2,544.8,391.8,579.3,700.4,565.6
UN042663,824.6,1047.1,202.5,86.8,63.4,178.5
UN070690,825.6,666.7,139.4,1128.1,881.3,1050.9
UN113612,826.3,1076.7,3217,847,643.9,882.8
UN097339,829.9,1421.6,810.1,1015,1102.7,1225.6
UN070726,830.6,350.9,650.7,450.3,564,603.1
UN108465,830.6,518.3,763.6,674.3,659.9,789.9
UN054178,831.3,987.7,338.6,797,1636.8,703.1
UN074598,833.4,790.3,717.1,605.9,610.8,1293
UN068042,834.1,832.5,139.4,907.5,721.9,561.7
UN094045,835.7,2241.6,591,3145.3,1137.1,5074
UN091110,835.7,696,338.6,1196.7,1253.8,1228.6
UN079714,839,571.8,328.7,605.7,817,671.2
UN073653,839.9,550.3,2994.6,400.1,715.5,570.9
UN054836,840.8,257.3,405,2040,3487.6,2377.2
UN070906,840.8,687.3,919.6,2149.6,1684.5,2281.2
UN076729,841,798.3,1185.2,562,690.3,746.4
UN110803,845.6,937.7,597.6,3414.5,1601.9,1637.9
UN035908,846.3,1365.9,368.5,1318.6,1479.7,1541.3
UN071138,846.6,1352.4,355.2,519.3,464.8,496.8
UN112167,856.3,393.8,438.2,432.7,337.1,535.6
UN081864,859.3,512.9,192.6,305.6,482.2,344.6
UN086328,863.2,893.3,195.9,416.8,435.4,479.6
UN059800,863.9,846.3,634.1,750,1112.8,854
UN087057,866.4,1287.5,604.2,1210.7,1023.2,1270.8
UN068257,868.5,221.1,491.4,2644.8,871.2,2816
UN078408,869,1534.2,302.1,1638.4,2090.5,1068.2
UN082876,869.2,474.5,2128.1,616.8,577.3,772.5
UN076079,870.1,1533.7,275.6,855.2,593.4,897.5
UN071538,871.7,400.2,99.6,405.1,531.4,363.6
UN047658,879.1,440.7,969.4,588.3,878.1,790.6
UN090376,879.8,454.2,491.4,570.5,751.8,596
UN061912,881.2,478.6,1035.8,3740.9,855.1,2065.7
UN076518,882.8,1311.5,1517.2,864.2,958,713.7
UN066167,886.3,722.5,395.1,1503.3,592,1826.9
UN076804,887.7,630.4,122.8,565.7,514.8,559.1
UN071046,888.1,742.3,1673.3,503.2,666.4,417.5
UN085498,890,973.2,2944.8,451.1,761.4,344.7
UN055113,893,2071.2,282.2,941.1,1670.3,1133.5
UN086098,893,821.4,199.2,587.1,1051.7,755.5
UN087133,895.8,1526.6,1218.4,1066.6,1151.8,983.3
UN104241,897.1,556.9,916.3,1171.6,1253.3,1251
UN107110,899.7,515.1,1175.3,674.9,560.3,642.9
UN077249,905.5,647.6,106.2,235.9,443.2,229.6
UN080980,906.4,2149.2,1158.7,1671.5,1102.7,1823.6
UN092530,906.8,704.4,886.4,743.3,1099.9,751.4
UN062897,907.5,633.1,146.1,542.1,727,672.3
UN094800,908.2,2810.7,813.4,2517.7,792.2,2062.7
UN070218,911.5,422,275.6,480.4,760.5,625.1
UN097203,913.3,349.3,1889.1,328.4,587.4,602
UN058721,914,466.2,368.5,1647.8,3538.5,1466.5
UN094956,916.1,866.5,282.2,854.6,1105.9,916.2
UN062291,917.7,2182.6,1065.7,705,496.9,866.2
UN082875,918.4,503.1,169.3,509.7,864.3,650.7
UN057133,922.5,716.7,1397.7,316.4,337.1,404.4
UN080132,925.1,1221.8,786.8,4707.2,5617.6,3428.1
UN055716,928.3,286.6,342,291.1,395.4,400.9
UN076379,928.8,366,162.7,140.5,156.6,269.8
UN079865,930.6,48.2,922.9,440.7,28.5,428.3
UN097595,930.9,755.5,4953.4,512.2,695.3,535.4
UN090717,933.4,648,464.8,597.3,769.2,721.2
UN087570,933.9,1052.3,494.7,737,1299.7,722.9
UN094171,934.6,640.5,195.9,257.7,310,311.5
UN058498,935.2,260.7,614.2,2473.9,2493.3,1949.8
UN075032,937.6,85.9,753.6,1162.6,1612.9,1024
UN086130,944,1440.3,222.4,855.8,319.6,523.5
UN077135,947.7,488.4,6450.7,368.5,853.3,609.3
UN091479,948.6,888.1,1314.7,1005.3,1205.5,1010.6
UN080426,949.8,1325.8,717.1,1699.5,2263.2,2101.9
UN099256,950.7,560.2,225.8,269.4,406,295.3
UN056784,951.2,351.9,581,604.4,1033.8,772.5
UN080303,956.5,395.5,3094.2,621.4,626,478.1
UN082066,960,1048.2,1155.3,507,628.3,713.6
UN076975,960.2,1297.1,448.2,2111.3,1924.3,2234.9
UN080245,960.4,656,710.5,524.5,952.5,660.2
UN083087,962.3,516.4,375.2,329.6,602.5,544.5
UN098646,963,1316.1,929.6,919.8,649.4,883.9
UN106750,963.2,1142.2,956.1,925.5,863.9,898.6
UN077570,964.3,941.9,468.1,946.6,911.2,671.8
UN099979,964.6,1054.7,989.3,1244.8,1303.4,1256.8
UN086249,964.6,2637.3,1115.5,573.9,514.8,753.1
UN091411,969.7,480.2,7798.6,665.1,621.8,471.2
UN068097,970.3,415.7,195.9,488.6,320.6,501.8
UN073821,976.4,749.1,863.2,821.5,534.6,676.8
UN097524,977,1976.8,1845.9,1886.5,1526.6,1981.4
UN015954,977.3,1264.4,305.4,836.4,971.3,602
UN098878,981.7,1446.3,1069,748.3,541.9,911.7
UN066914,984.9,1400.1,614.2,3170,4721.6,3158
UN100987,985.1,1781.2,1025.9,3690.7,2218.6,3118
UN086556,990,764.3,491.4,823.2,880.8,716.7
UN080224,990.2,1834.2,1201.8,852.7,772.5,648.1
UN081497,990.4,1053.5,2284.1,707.1,975.9,930.9
UN086775,991.8,2677.5,1427.6,1635.9,1001.2,2260.8
UN088849,993,623.2,1318,8206.7,1349.7,5145.9
UN092464,996.9,1220.3,451.5,956.2,371.5,824.4
UN100542,997.8,1721.7,587.6,1342.7,1094.4,1489.4
UN065419,1000.8,762.8,700.5,923.8,658.6,1104.8
UN067182,1003.1,586.4,358.6,1780.2,1613.4,1828.4
UN060437,1003.1,2448.4,1955.4,1101.1,4751,805.7
UN083752,1009.8,1300.3,471.4,1633.8,1228,1300.5
UN071807,1012.1,1715.8,325.4,2548,2345.4,2781.1
UN071535,1012.4,1439.4,448.2,1055.1,931.8,1061.9
UN084723,1015.6,900,302.1,697.1,1010.4,741.5
UN070225,1017.5,434.1,610.9,292.4,1123.3,482.4
UN095432,1017.9,1640.2,1593.6,1449.1,1718.1,1453.6
UN101955,1018.1,780.1,225.8,641.9,750.4,864.7
UN096737,1025.5,1103.1,1573.7,1574.4,1772.3,1779.9
UN068795,1026.5,471.1,421.6,316.2,408.7,366
UN066408,1029.7,347.9,1171.9,407.8,750.4,555.2
UN114591,1029.9,275.8,571,2167.8,264.5,332.3
UN088004,1030.6,4850.4,873.1,5184.8,4009.3,3871.3
UN085430,1032.5,1508.9,826.7,834.1,1444.8,988.9
UN059377,1034.5,836,1347.9,554.6,678.8,592.1
UN055889,1035.7,887.4,2290.8,470.2,637.4,416
UN063830,1036.2,815.5,1600.2,166.7,433.5,223.7
UN063331,1036.4,531.3,132.8,395.5,569.5,519
UN083056,1036.6,775.2,1779.5,859.8,1160.5,887.8
UN066734,1036.9,993.3,315.4,1542.8,1813.1,1550.3
UN092750,1037.5,272.2,1248.3,557.2,898.3,549.2
UN071993,1040.8,2811.6,31171,1577.8,1145.8,1622.6
UN096124,1041.2,1766.2,454.8,1938.3,1253.3,1774.7
UN077604,1041.2,904.6,753.6,552.8,534.6,812.6
UN079485,1047,1035.2,899.7,821.1,945.6,612.5
UN077598,1047.2,988.5,2164.6,1232.3,2875.4,946.4
UN072456,1048.4,763.7,531.2,1392.1,1218.9,1191.7
UN092606,1048.9,882.5,527.9,1260.9,1477.4,1491.3
UN092195,1049.6,1500,909.7,984.2,962.1,1085
UN068493,1050.5,1587.1,468.1,1704.1,1167.4,2193.9
UN062861,1051.4,1132.3,1324.7,884.5,927.2,819.7
UN083051,1052.3,1139,1377.8,1304,1299.7,1561.3
UN107061,1053.5,1340.3,703.8,864,1039.3,1157.7
UN097644,1055.3,648.2,332,2113,1050.3,863.2
UN077801,1055.8,1234.8,229.1,471.2,329.3,506.7
UN045370,1058.1,1289.8,425,450.5,904.3,617.7
UN083910,1059.7,1675.9,388.4,1237.1,1929.3,1515.2
UN090634,1060.9,925.7,1198.5,1332.9,862.5,1359.2
UN084246,1061.8,760.6,6517.1,2351.2,535.5,2334.3
UN069307,1063.4,1034,99.6,894.9,1031,1070.3
UN075461,1063.6,613.2,109.6,501.9,693.5,564.3
UN068567,1065.5,1048.2,836.6,1271,1376.4,1030.3
UN092100,1066.6,1186.6,508,1186,1370.9,1090.4
UN046041,1067.1,687.3,132.8,1210.9,968.1,1459
UN063350,1067.1,828.7,328.7,904.3,1231.3,1068
UN047193,1067.6,861.2,335.3,595.6,522.6,483.9
UN064246,1072.4,2489.2,468.1,1289.8,1640.4,1246
UN081955,1072.4,679.3,610.9,671.3,388.5,1346.9
UN089298,1073.1,770.5,1308.1,944.5,968.1,1014.1
UN058114,1076.1,663.5,896.4,827.6,1255.1,901.8
UN084983,1076.8,2450.2,537.8,1385.1,1130.2,1659.4
UN104540,1078.7,946.5,1689.9,765.7,789.5,907.2
UN083834,1079.8,408.3,179.3,592.7,419.8,365.1
UN070071,1080,1462.2,1102.2,990.3,565.8,848.3
UN059213,1084,2178.7,1660,188,149.7,148.9
UN058139,1084.9,1010,1235,1776.9,1294.2,1650.1
UN077326,1086,2456,571,1218.3,1032.9,1059.4
UN053708,1088.6,510.3,627.5,2996.4,5510.6,2183
UN063393,1090.2,2341.9,421.6,1117.2,909.3,1657.3
UN101339,1091.1,546.5,219.1,822.8,631.5,872.9
UN047959,1092.5,3689.1,939.5,802.1,1982.6,3922.8
UN110344,1097.1,1391.1,2719,1575.7,1484.8,1731.8
UN051708,1098.7,1097.7,182.6,267.5,277.4,344.9
UN072485,1100.6,171.8,371.8,1538,384.4,873.3
UN103119,1102.9,614.8,1719.7,818.6,1208.8,1051.6
UN090386,1105.7,1607.3,2682.5,1635.9,1488.4,1782.3
UN095050,1106.8,366.6,604.2,597.3,822.1,1004
UN109754,1112.4,688,747,731.2,1132.1,685.4
UN082852,1118.6,574.8,750.3,432.5,739.4,545.1
UN093640,1126.9,1438.6,1782.8,1535.7,2552.1,1527.7
UN082722,1128.3,671.5,2214.4,749.1,1210.6,917.1
UN076750,1130.1,1019.5,620.8,1574.2,813.8,1331.2
UN079700,1132.5,2175.1,471.4,2634.1,1811.3,2424.6
UN065763,1133.4,504.7,547.8,559.5,1031.9,929.4
UN070114,1134.8,1539.3,730.4,1070.6,717.4,1069.3
UN076937,1136.6,4070.9,876.5,3710.6,2362.9,4046.1
UN080491,1139.8,1771.4,527.9,1036.3,918,1092.6
UN074662,1140.1,3170.7,2333.9,3559,2136.9,3484.6
UN088902,1146.3,2273,3170.6,1441.2,990.6,1379.4
UN039803,1150.5,1253.1,733.7,2004.8,2006.5,1619.1
UN083013,1152.3,1044.5,770.2,949.1,1102.7,989.3
UN048005,1152.5,1765,677.3,974.4,746.3,822.5
UN026469,1153.9,2264,833.3,701.5,1346.1,864.3
UN080042,1158.6,987,1112.2,972.3,1281.8,1377.1
UN074079,1162,861.1,942.9,712.3,1017.2,682.6
UN081841,1162.2,1166,909.7,670.7,1102.2,1136.9
UN064546,1166.9,3541,3708.4,2270.7,2840.9,1848.4
UN076509,1167.8,572.7,278.9,395.7,546.1,476.5
UN112936,1169.4,663.9,620.8,538.3,628.7,635.8
UN064392,1171.3,2256.6,859.9,1754.3,2014.3,1022.9
UN081963,1171.5,2249.6,896.4,1811.2,1848,2420.7
UN056902,1174,387.2,717.1,449.7,449.1,437.7
UN055432,1174.7,197.3,5152.6,191.8,500.6,153.9
UN062002,1175.4,801.8,3446.1,1419,1958.7,1507
UN090459,1175.6,1993.5,2214.4,1813.7,1601.4,1827.8
UN059314,1176.1,3445.6,1523.9,3727.1,2438.2,3960.9
UN060335,1176.8,1238.4,753.6,1265.9,1200.9,1410.9
UN072674,1177.7,1603.1,564.4,3001.2,2805.1,3162.8
UN065512,1184.4,1214,152.7,953.5,806.9,1185.7
UN060070,1184.6,474.4,1550.4,361.8,748.6,459.7
UN094305,1186.5,1127.8,773.5,1156.3,1315.3,1066.9
UN099013,1186.7,602.5,1178.6,750.8,1187.6,825.1
UN091271,1190.9,2428.2,760.3,1166,1481.1,1397.1
UN088265,1194.3,358.7,922.9,2242.4,2277.9,1924.1
UN073144,1197.8,574.9,1062.4,1785.2,1613.8,1690.9
UN063606,1199.4,137.2,504.6,697.1,902,716.2
UN096922,1200.3,1431.1,617.5,3001.4,3195.5,2821.2
UN107861,1201,735.6,803.4,1016.9,1034.2,851.4
UN097234,1201.3,2803.4,693.9,2100.8,1629,1520
UN078420,1213.3,2180,2885,2097.7,2382.6,2483.4
UN093867,1214,1215.5,634.1,1093.6,947.9,1024.9
UN072225,1217,560.4,441.6,1057,1289.1,1459.4
UN075381,1220,767.3,471.4,2265.8,1869.6,1983.1
UN064955,1220.4,2219.4,849.9,1268,1585.3,1222.7
UN074291,1220.7,1954.9,899.7,359.1,249.8,468.1
UN064708,1225.8,685.4,1221.7,1916.2,1555.9,1680.7
UN076974,1226.4,1720.7,863.2,2077.4,810.6,939.3
UN082437,1227.6,1341,464.8,2638.3,2095.6,2361.4
UN080896,1227.6,1698.5,2045.1,1206.8,1243.2,1257.7
UN084744,1228.3,1826.6,833.3,1451.7,1295.1,1430.9
UN056955,1229.7,883.6,454.8,738.3,1058.6,733.7
UN078327,1229.9,793.7,1039.1,941.8,654.9,721
UN089563,1231.1,881.8,753.6,1512.1,3329.6,1608.1
UN089561,1231.3,1146.3,1889.1,979,1082.5,1324.3
UN072541,1232,562.4,398.4,1138.2,1134.4,1030
UN097292,1233.6,1197,1012.6,1007.6,981.9,1141
UN093098,1240.8,2334.6,1095.6,3079.8,2414.3,2486.4
UN068814,1241.2,650.9,1351.2,893.7,937.8,780.7
UN100061,1243.1,2560.1,1454.1,2182.2,1415.9,1894.6
UN081957,1243.3,3902,2812,1476.8,1293.7,1206.2
UN064111,1245.8,778.4,464.8,2589.6,2840,1032.2
UN095101,1248.2,1862.9,670.6,498.2,785.8,514.7
UN010791,1249.5,716,1115.5,461.8,899.2,551.6
UN112730,1255.3,1818.1,431.6,1137.7,1421.8,1238
UN067115,1258.8,2491.7,365.2,966.4,1042.5,924.9
UN087231,1262.9,2772.2,939.5,1327.6,883.1,1304.2
UN070876,1263.9,537.1,670.6,939.3,1061.3,836.7
UN056681,1265,1921.5,1978.7,1188.1,1214.7,1174.3
UN083608,1271.9,428,511.3,1237.3,480.4,599
UN076508,1280.5,850.3,1610.2,595.4,592,709.5
UN109722,1281.6,969.9,1474.1,1065,1200,981.6
UN095968,1282.6,3594.3,826.7,1040.5,907,1342.4
UN076258,1283.7,1606.5,1059.1,1157.2,1053.1,1073.2
UN082779,1287.2,1671,946.2,1550.6,3465.5,1364.8
UN107209,1289,921.8,1334.6,830.1,1281.8,859.4
UN071885,1290.6,902.1,740.3,1572.3,6138.4,1337.4
UN071521,1292.5,1281.8,1487.3,843.9,1508.6,1085
UN064627,1294.1,252.1,335.3,1752.6,2804.2,2121.1
UN065629,1298.5,2500.1,222.4,880.3,414.2,610.4
UN082050,1299,316.5,30022.3,1052.8,486.8,870.1
UN096856,1300.3,1729.8,2798.7,2064.2,1927.5,2463.2
UN082235,1306.3,1196.3,1543.8,796.4,716.4,821.2
UN072269,1308.7,946.4,1381.1,399.7,773.4,647
UN063647,1309.8,477.2,3167.2,1196.9,1663,683.5
UN099906,1311.4,848.1,239,1514.6,918,2253.2
UN091841,1311.4,466.8,8678.3,447.4,569.9,402
UN053210,1315.8,547.4,1334.6,2488.2,5957.9,4546.8
UN080910,1317.2,429.3,119.5,569.3,260.9,467.7
UN072650,1318.1,2813.4,1029.2,637.9,496.5,660
UN082582,1322.5,6413.1,2244.3,1629.8,2796.4,1976.3
UN066073,1322.5,1272.5,4787.4,1089.4,785.8,1208.1
UN083067,1322.7,2325.5,1251.6,5108.9,3032.9,6161.5
UN060324,1325.7,799,919.6,2541.7,1008.5,3254
UN075168,1326.2,857.8,1540.5,1456.5,1231.7,837.8
UN079091,1328.7,1789.1,378.5,717.8,529.5,1025.9
UN069825,1330.1,1910.3,1766.2,12736.6,3785.2,7430.4
UN090538,1330.8,1215.7,1045.8,1611.9,2626.5,1235.4
UN108060,1331.7,2534.3,637.4,2529.2,1495.8,3026.1
UN068474,1336.6,474,1683.2,1269.9,1399.8,1252.5
UN072821,1344.2,897.6,1862.5,1854.9,827.6,1939.2
UN096250,1352.5,1573.6,926.3,1776,2135.1,1915.7
UN086667,1354.6,1339.8,2101.5,1239.2,1366.3,1023.6
UN064076,1356.2,3241.9,1377.8,4378.8,3942.2,4371.1
UN090583,1358.1,4158,242.4,502.2,570.4,519.9
UN063014,1358.3,2836.5,129.5,652.5,345.4,621.4
UN081896,1363.6,1738.4,1437.5,1480.5,1528.4,1258.9
UN100123,1369.2,1679.9,1308.1,1244.6,984.6,1238.9
UN056806,1370.1,1224.8,1248.3,3188,2951.6,3359.8
UN088475,1370.3,1191.1,863.2,510.7,1390.6,852
UN066177,1371.5,1392.3,7290.6,932.1,1369.9,883.7
UN081118,1371.9,765.9,2148,798.9,544.2,505
UN077986,1374.2,1074.6,1278.2,869.8,1144,984.4
UN106796,1374.5,1568.9,567.7,1279.3,1366.3,1467.4
UN069778,1375.4,3090.3,700.5,1518.2,1172.9,2020
UN060902,1376.5,665.4,2490,529.5,915.3,588.6
UN081386,1377,1711.6,1135.4,955.8,832.6,873.6
UN074846,1377.7,2714.8,1185.2,6068.9,4541.5,5625.3
UN094100,1383.2,1101.9,365.2,1245.2,1704.3,1412.2
UN070851,1384.2,966.3,1025.9,976.7,1071.4,846.9
UN070816,1386.2,452.3,1108.9,338.6,248,279.8
UN107132,1395.5,1486.2,2543.1,1163.2,1191.3,1138
UN085851,1403.6,698.3,514.6,724.1,893.7,765.6
UN045818,1405.2,2633.1,358.6,2051.3,2189.3,2778.5
UN085468,1407.7,857.4,1696.5,616.3,530,471.2
UN059176,1408.4,603.1,1205.1,80.7,392.7,91.6
UN066212,1409.6,473.6,1341.3,212.9,250.8,264.3
UN063315,1411.2,1560.6,554.4,1794.9,1482,1370.8
UN100394,1411.6,1552.2,4455.4,1080.6,1288.7,1102.5
UN067933,1415.3,2281.5,1580.3,3150.9,1798.4,2762.8
UN090626,1415.3,2060.2,302.1,1825.2,1782.4,1519.7
UN063122,1415.8,863.1,1045.8,1950.5,904.7,1981.7
UN080904,1418.3,522.4,969.4,1172,845,871.9
UN098132,1422.7,1421.7,780.2,956,1020.9,943.8
UN093897,1427.6,803.5,574.4,610.9,789.5,720.1
UN081412,1429.4,225.8,6606.7,287.4,311.8,459.1
UN090712,1434.3,626.4,514.6,1914.5,1500.4,1598.2
UN076152,1436.8,526.9,441.6,637.7,654,566.4
UN106021,1445.6,2044.2,1762.9,3299.6,4225.1,3577.5
UN063448,1445.6,660.1,869.8,2576.8,3163.3,1806.4
UN096011,1449.1,1475.9,2599.5,1035.7,1431.5,1430.9
UN104746,1450.9,1333.7,687.2,2360,2334.4,2023.3
UN108997,1455.1,1663,574.4,2823.2,1964.2,2903.3
UN090177,1455.5,2895.9,1045.8,4990.3,2722.4,5289.9
UN073510,1456.4,1080.2,1165.3,956.6,884.5,1140.4
UN073064,1460.6,2003.8,172.6,723.4,1106.3,905.2
UN105380,1469.6,1579,683.9,1577.8,1420.9,1612.4
UN092516,1471.9,1008.3,673.9,2087,2329.3,2361
UN098670,1474,710.7,1135.4,3908.5,1718.5,2614.9
UN088239,1474.9,784.4,232.4,355.8,678.3,413.2
UN105621,1478.8,1479.9,488,1185.2,880.8,1115.2
UN070677,1491.5,2987.7,388.4,587.9,3162,853.9
UN075483,1501.5,1085.6,760.3,2488.2,2997.1,3383.3
UN078726,1501.9,788.4,634.1,1089.8,2138.3,1343
UN068982,1503.8,1902.8,1069,3379.9,2073.5,4501.7
UN024363,1504.9,817.3,1281.5,421.6,1172.9,677
UN094241,1508.9,1293.1,295.5,1559.4,2094.2,1364.1
UN074692,1515.3,1847.9,624.2,986.1,901.5,876.2
UN075900,1519.3,1356.9,1264.9,4898.1,4270.1,4321.1
UN064556,1521.1,2946.9,1826,5928.6,2752.8,5560.9
UN091692,1522,1115.6,1540.5,5585.1,4832.2,3629
UN066090,1525,944.3,1108.9,916,1547.2,1192.1
UN077833,1525.3,317.2,9694.2,601.1,1396.1,748.3
UN101520,1527.3,2326,607.6,2264.2,1904.1,2384.7
UN086958,1528.5,2008.4,776.9,1104.1,1135.7,1166.9
UN073156,1534.3,1700.1,371.8,1606.6,1725.9,1851
UN087964,1534.5,3352.2,780.2,1451.4,1428.3,1429
UN095836,1537,1520.3,1334.6,1327.4,2357.8,1240.6
UN067756,1543.5,2244.9,3555.7,1790.5,1855.8,1939.4
UN071997,1547.4,901.8,1228.4,8357.7,1462.7,4967.7
UN070412,1547.7,3065,481.4,1764.3,1029.2,2060.5
UN067014,1548.6,1920.8,743.7,602.5,584.2,619.4
UN072744,1551.1,1171,564.4,3383.7,1027.8,2162.5
UN083352,1553.7,175.7,1972,587.1,555.7,606.3
UN072504,1565.4,2140.3,800.1,3400.9,2294.9,4608.2
UN100865,1571.2,1771.5,1689.9,2394.5,2828.1,2787.1
UN067675,1573.3,3749.7,531.2,1185,894.6,1691.5
UN067023,1580,3136.9,996,1470.5,1488.4,1659.2
UN095720,1582.1,1250.5,1905.7,1210.1,1491.7,1307
UN110864,1583.7,1908.8,5527.7,1445.8,1156.9,1632
UN107912,1591.1,2604.2,3047.7,2664.1,2489.1,2688.6
UN074514,1592.7,1177.8,494.7,495.9,744.4,686.1
UN077485,1593.8,1902.5,866.5,2047.1,1586.3,2360.6
UN069283,1597.3,1171.2,1354.5,1782.9,1297.8,1671
UN078027,1601.2,799.6,2665.9,2179.7,3426,2111
UN104506,1603.1,936.6,604.2,1173.1,1736,1424
UN084300,1604,2526.2,770.2,2013.6,1455.4,3050.5
UN099703,1608.2,2891.4,982.7,2712.4,2201.7,1987.5
UN089639,1608.9,1082,1503.9,1570,2929.1,2012.5
UN080970,1613.7,1507.2,587.6,1038.8,1306.6,1134.8
UN102038,1616.9,1227.8,969.4,1487.4,1907.7,1682.9
UN070553,1619.2,2640,949.5,4559.9,3600.1,3659.8
UN064325,1622.7,1433.3,521.2,1277.2,1387.4,1664.6
UN090730,1630.8,912,763.6,1201.9,1424.6,945.1
UN081744,1633.8,5465.7,1168.6,2352.2,1990.9,2898.7
UN079801,1636.3,585.4,733.7,471.4,1940.8,462.3
UN066102,1636.6,809.8,361.9,1191.9,1013.1,1326.4
UN074650,1642.3,2601.8,1201.8,1219.3,1814.5,1479.9
UN084691,1642.8,3582.4,720.4,2743.7,1053.5,4390.7
UN097062,1643.5,2991.5,1912.3,2630.8,2375.7,2707.2
UN095587,1643.7,1116.2,2181.2,1451.4,1933.5,1667.8
UN082375,1650.9,2450.2,2868.4,1524.2,1693.7,1502.9
